500		67.8255
1000		59.8218
1500		93.6282
2000		125.192
2500		162.11
3000		196.394
3500		231.895
4000		268.5
4500		310.447
5000		343.16
5500		378.624
6000		421.189
6500		455.813
7000		493.586
7500		532.799
8000		573.776
8500		612.154
9000		650.537
9500		692.232
