500		210.92
1000		146.13
1500		170.36
2000		134.67
2500		145.73
3000		147.59
3500		164.54
4000		166.58
4500		166.05
5000		162.44
5500		145.06
6000		142.65
6500		137.38
7000		137.95
7500		144.63
8000		141.69
8500		148.35
9000		145.34
9500		145.2
10000		148.63
10500		145.02
11000		149.96
11500		146.82
12000		149.67
12500		142.72
13000		145.02
13500		149.11
14000		151.17
14500		144.75
15000		146.9
15500		146.22
16000		148.99
16500		144.87
17000		149.91
17500		147.63
18000		142.62
18500		146.82
19000		143.79
19500		145.43
20000		146.98
20500		142.85
21000		146.84
21500		156.5
22000		187.39
22500		192.21
23000		175.04
23500		210.94
24000		158.18
24500		164.17
25000		159.34
25500		149.63
26000		162.5
26500		174.12
27000		148.31
27500		156.11
28000		153.8
28500		165.56
29000		154.47
29500		152.1
30000		156.95
30500		154.18
31000		157.09
31500		171.89
32000		163.48
32500		168.39
33000		168.52
33500		167.24
34000		164.48
34500		151.33
35000		158.3
35500		156.84
36000		170.23
36500		170.09
37000		167.73
37500		153.73
38000		158.88
38500		155.53
39000		154.02
39500		148.18
40000		157.17
40500		150.76
41000		158.62
41500		160.42
42000		156.37
42500		148.64
43000		202.18
43500		306.92
44000		201.85
44500		163.34
45000		171.49
45500		158.93
46000		158.49
46500		152.18
47000		158.03
47500		159.41
48000		158.87
48500		172.47
49000		162.45
49500		180.84
