500		471.43
1000		450.38
1500		653.86
2000		559.9
2500		673.46
3000		730.65
3500		867.47
4000		940.36
4500		1097.78
5000		1222.91
5500		1352.21
6000		1439.72
6500		1587.91
7000		1659.72
7500		1744.11
8000		1805.72
8500		2014.29
9000		2173.46
9500		2287.41
10000		2354.93
10500		2443.7
11000		2557.11
11500		2625.85
12000		2782.77
12500		2871.1
13000		2915.01
13500		3958.76
14000		4040.29
14500		3877.73
15000		3442.6
