500		707.733
1000		815
1500		605.4
2000		581.933
2500		605.333
3000		577.333
3500		749.6
4000		591.467
4500		568.067
5000		595.933
5500		581.933
6000		600.733
6500		595.8
7000		577.333
7500		591.4
8000		586.733
8500		586.667
9000		591.2
9500		591.067
10000		582.067
10500		577.4
11000		600.467
11500		586.667
12000		572.6
12500		586.8
13000		600.667
13500		591.333
14000		582.133
14500		642.533
15000		582
15500		596.133
16000		581.933
16500		577.067
17000		577.067
17500		568
18000		595.8
18500		591.333
19000		591.467
19500		591.467
20000		591.333
20500		582.2
21000		581.8
21500		582
22000		595.933
22500		591.333
23000		600.667
23500		596.133
24000		600.667
24500		609.8
25000		600.667
25500		605.267
26000		591.333
26500		609.867
27000		609.8
27500		577.2
28000		600.8
28500		586.533
29000		614.8
29500		605.267
30000		605.2
30500		600.8
31000		600.667
31500		600.4
32000		591.2
32500		586.8
33000		610.067
33500		619.267
34000		595.867
34500		591.067
35000		605.267
35500		591.533
36000		596
36500		600.8
37000		609.933
37500		619.067
38000		614.6
38500		586.6
39000		609.733
39500		600.8
40000		614.6
40500		591.133
41000		591.4
41500		600.667
42000		609.933
42500		619.333
43000		591.4
43500		586.6
44000		619.267
44500		605.133
45000		600.667
45500		628.533
46000		605.4
46500		600.533
47000		610
47500		591.2
48000		782.133
48500		614.6
49000		624.2
49500		600.667
50000		609.867
50500		582.133
51000		610
51500		614.6
52000		600.667
52500		618.933
53000		721.733
53500		609.867
54000		614.667
54500		614.667
55000		624.067
55500		605.333
56000		596.067
56500		600.867
57000		609.933
57500		619.4
58000		596.2
58500		596
59000		609.867
59500		600.8
60000		605.333
60500		614.667
61000		609.933
61500		619.133
62000		591.4
62500		595.667
63000		610
63500		614.533
64000		614.667
64500		609.667
65000		605.2
65500		591
66000		610.133
66500		591.333
67000		619.133
67500		605.333
68000		614.6
68500		581.933
69000		586.667
69500		586.667
70000		619.4
70500		600.667
71000		610
71500		610.067
72000		600.8
72500		596.133
73000		600.533
73500		614.733
74000		614.533
74500		605.333
75000		604.933
75500		591.2
76000		624.067
76500		595.933
77000		614.6
77500		600.667
78000		595.8
78500		614.667
79000		665.8
79500		614.6
80000		623.867
80500		605.133
81000		595.733
81500		623.933
82000		609.933
82500		605.467
83000		591.333
83500		586.667
84000		591.333
84500		610.067
85000		596.2
85500		605.2
86000		628.667
86500		605.267
87000		623.867
87500		609.933
88000		600.8
88500		595.8
89000		605.333
89500		600.733
90000		619.267
90500		605.467
91000		609.733
91500		614.6
92000		591.2
92500		609.867
93000		628.6
93500		614.733
94000		605.2
94500		614.4
95000		609.733
95500		623.933
96000		591.4
96500		610
97000		614.533
97500		605.133
98000		614.733
98500		610
99000		628.667
99500		637.8
100000		623.933
